,beam,class,cleaned_text,class_labels
1360,i get what i can do for you great,5,i get what i can do for you great,dnq
1365,and amy great,5,and amy great,dnq
1367,i m done good great,5,i m done good great,dnq
1370,but you,5,but you,dnq
1374,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is i see no time for i m not existed i m not interested but thank you eddy wife i completely understand that but these new fordable plans have just been approved in your statement,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is i see no time for i m not existed i m not interested but thank you eddy wife i completely understand that but these new fordable plans have just been approved in your statement,dnq
1379,i m fine great this,5,i m fine great this,dnq
1383,you re doing fine thank you,5,you re doing fine thank you,dnq
1386,and and and great,5,and and and great,dnq
1394,just fine thank you great,5,just fine thank you great,dnq
1401,kind thank you,5,kind thank you,dnq
1402,i m going far,5,i m going far,dnq
1403,hanbury this call,5,hanbury this call,dnq
1407,valentine,5,valentine,dnq
1412,very good great this,5,very good great this,dnq
1413,well amy what do you want from me i,5,well amy what do you want from me i,dnq
1414,a moment this,5,a moment this,dnq
1416,i m good thank you great this,5,i m good thank you great this,dnq
1421,i m okay i m good grape,5,i m okay i m good grape,dnq
1425,pretty good greg this,5,pretty good greg this,dnq
1432,ogre,5,ogre,dnq
1433,your carriage,5,your carriage,dnq
1438,i m doing good but i m not interested in buying anything,5,i m doing good but i m not interested in buying anything,dnq
1440,too glad i can,5,too glad i can,dnq
1441,time for you you old lady,5,time for you you old lady,dnq
1442,force this,5,force this,dnq
1443,well i m doing pretty good other than ants in folds she saved all us about a new state regulated final expense insurance plan which covers a hundred percent of your burial no cream is not industry not industry not industry not interested not interested look i can,5,well i m doing pretty good other than ants in folds she saved all us about a new state regulated final expense insurance plan which covers a hundred percent of your burial no cream is not industry not industry not industry not interested not interested look i can,dnq
1448,one poet,5,one poet,dnq
1450,so far so good can t complain this,5,so far so good can t complain this,dnq
1452,i am fine great,5,i am fine great,dnq
1455,pretty good,5,pretty good,dnq
1457,long go,5,long go,dnq
1458,am i great this,5,am i great this,dnq
1463,alright,5,alright,dnq
1464,don t go this,5,don t go this,dnq
1468,come in,5,come in,dnq
1469,okay why are you the state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it no i wouldn t i,5,okay why are you the state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it no i wouldn t i,dnq
1471,i m a caperin old man great,5,i m a caperin old man great,dnq
1472,fantastic this,5,fantastic this,dnq
1473,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is fate not even a thank you o great this call is about a new state regulated final expense insurance plan which covers a hundred ppercentof your burial funeral,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is fate not even a thank you o great this call is about a new state regulated final expense insurance plan which covers a hundred ppercentof your burial funeral,dnq
1482,grace,5,grace,dnq
1489,i m doing just handy this,5,i m doing just handy this,dnq
1502,going fine trying to get over that,5,going fine trying to get over that,dnq
1503,the,5,the,dnq
1507,amy i m so fine you have a good day good bye great,5,amy i m so fine you have a good day good bye great,dnq
1526,good you ve reached a better business for you courted life do you have a complaint,5,good you ve reached a better business for you courted life do you have a complaint,dnq
1529,i guess i m doing,5,i guess i m doing,dnq
1531,colon this,5,colon this,dnq
1532,olga,5,olga,dnq
1536,plan,5,plan,dnq
1539,yes what is it you want hullo complete hullo hi this is amy with american senior citizens care how are you doing ttodayin trying yet,5,yes what is it you want hullo complete hullo hi this is amy with american senior citizens care how are you doing ttodayin trying yet,dnq
1542,all right this call is about a new state regulated final expense insurance plan which covers a hundred percent of your beer i don t have no money i don t have no money to spend on no insurance if it s not free you don t run all about it now i completely understand that but the,5,all right this call is about a new state regulated final expense insurance plan which covers a hundred percent of your beer i don t have no money i don t have no money to spend on no insurance if it s not free you don t run all about it now i completely understand that but the,dnq
1543,good but gone i,5,good but gone i,dnq
1544,i m fine and nancy and i do not have mercy,5,i m fine and nancy and i do not have mercy,dnq
1547,hallo,5,hallo,dnq
1548,age great,5,age great,dnq
1551,i m doin fine someone called me the other day and talked,5,i m doin fine someone called me the other day and talked,dnq
1552,a moke greg,5,a moke greg,dnq
1555,i m doin,5,i m doin,dnq
1559,miller and then pretty good,5,miller and then pretty good,dnq
1561,i m doing well thank you great this,5,i m doing well thank you great this,dnq
1574,i ll take my note came,5,i ll take my note came,dnq
1575,olga this,5,olga this,dnq
1584,i m all right in this one,5,i m all right in this one,dnq
1585,walter this,5,walter this,dnq
1586,croquet this,5,croquet this,dnq
1588,one time this,5,one time this,dnq
1589,i don t mind but i don t i m only twenty five years so i can t,5,i don t mind but i don t i m only twenty five years so i can t,dnq
1590,and pan this,5,and pan this,dnq
1593,defy this call,5,defy this call,dnq
1594,yes there is i,5,yes there is i,dnq
1595,i m fine i don t but,5,i m fine i don t but,dnq
1596,fine what can i do for it i,5,fine what can i do for it i,dnq
1598,i ll go,5,i ll go,dnq
1601,i m doing fine,5,i m doing fine,dnq
1613,this call is about a regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed fixed income or social security would you like to learn more about it then i can,5,this call is about a regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed fixed income or social security would you like to learn more about it then i can,dnq
1616,ada ok,5,ada ok,dnq
1617,a good this,5,a good this,dnq
1618,amy amy,5,amy amy,dnq
1625,doing fine great,5,doing fine great,dnq
1626,good at,5,good at,dnq
1632,one this,5,one this,dnq
1634,doing fairly well,5,doing fairly well,dnq
1639,why great,5,why great,dnq
1646,god how,5,god how,dnq
1648,don t laugh this call,5,don t laugh this call,dnq
1654,i m fine thank you great this,5,i m fine thank you great this,dnq
1655,oh i thank you great,5,oh i thank you great,dnq
1661,okay,5,okay,dnq
1662,girl this,5,girl this,dnq
1670,i made,5,i made,dnq
1671,i m doin fine what are you selling great,5,i m doin fine what are you selling great,dnq
1673,good until some up great this call,5,good until some up great this call,dnq
1674,i m going good great,5,i m going good great,dnq
1676,right amy,5,right amy,dnq
1680,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral oration it is specifically designed for the people on fixed income or social security would you like to learn more about it,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral oration it is specifically designed for the people on fixed income or social security would you like to learn more about it,dnq
1681,joe pretty good great this,5,joe pretty good great this,dnq
1686,so far so good great,5,so far so good great,dnq
1687,and favour,5,and favour,dnq
1691,evil is,5,evil is,dnq
1697,i do not envy,5,i do not envy,dnq
1698,amor,5,amor,dnq
1714,said this,5,said this,dnq
1722,a mine,5,a mine,dnq
1725,and don t mind great,5,and don t mind great,dnq
1726,fantastic great,5,fantastic great,dnq
1729,good savage,5,good savage,dnq
1732,great this,5,great this,dnq
1734,good grape this,5,good grape this,dnq
1736,bad harrow this,5,bad harrow this,dnq
1740,fine thank you great this,5,fine thank you great this,dnq
1741,by what is seen,5,by what is seen,dnq
1751,don t find this call is about eight regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically i don t need it good bye o great this call is about a new street regulated finally,5,don t find this call is about eight regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically i don t need it good bye o great this call is about a new street regulated finally,dnq
1755,i m doing great great,5,i m doing great great,dnq
1759,good go this,5,good go this,dnq
1764,began great,5,began great,dnq
1765,you have from here this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically interest do i a wild,5,you have from here this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically interest do i a wild,dnq
1767,hobday quite lovely how are you doing this,5,hobday quite lovely how are you doing this,dnq
1771,i thank you this,5,i thank you this,dnq
1772,to do a,5,to do a,dnq
1775,pretty good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically are already as he thank you mary that thank you a great drift calls about the new state,5,pretty good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically are already as he thank you mary that thank you a great drift calls about the new state,dnq
1793,what,5,what,dnq
1795,i m goin fine great,5,i m goin fine great,dnq
1800,a pretty good great,5,a pretty good great,dnq
1801,albert,5,albert,dnq
1803,well no,5,well no,dnq
1805,a fine great this,5,a fine great this,dnq
1807,i m comin great,5,i m comin great,dnq
1811,well good for a few citizens great the,5,well good for a few citizens great the,dnq
1813,good great this call,5,good great this call,dnq
1821,fine at,5,fine at,dnq
1822,fifine,5,fifine,dnq
1823,marat this calls upon a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the pope for the people on fixed income or social security would you like to learn more about it mam,5,marat this calls upon a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the pope for the people on fixed income or social security would you like to learn more about it mam,dnq
1826,and note this call,5,and note this call,dnq
1828,a dog,5,a dog,dnq
1829,hope,5,hope,dnq
1830,north of it i,5,north of it i,dnq
1835,don t get great this,5,don t get great this,dnq
1836,alone you hear me no this,5,alone you hear me no this,dnq
1840,i m doin fine great,5,i m doin fine great,dnq
1841,i m done great this call is about a new state regulated final expense insurance plan which covers a hundred dollars out of briars and fortunate it is is would you like to learn more about it no not very paid for mine i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our produce and from one too and only one only one person to die once,5,i m done great this call is about a new state regulated final expense insurance plan which covers a hundred dollars out of briars and fortunate it is is would you like to learn more about it no not very paid for mine i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our produce and from one too and only one only one person to die once,dnq
1844,i m so good how can i help,5,i m so good how can i help,dnq
1846,a fine great first calling on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no i,5,a fine great first calling on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no i,dnq
1847,i m going to,5,i m going to,dnq
1849,good but i was by the assurance of getting there,5,good but i was by the assurance of getting there,dnq
1850,what do you want,5,what do you want,dnq
1855,oh i m fine great,5,oh i m fine great,dnq
1858,and you find this call,5,and you find this call,dnq
1859,doing just fine great good at a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is stopped already get just recovered i ve already got that come would you like to learn more about no i m fine up get everything cover thank you very much for colonel,5,doing just fine great good at a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is stopped already get just recovered i ve already got that come would you like to learn more about no i m fine up get everything cover thank you very much for colonel,dnq
1862,august,5,august,dnq
1864,fine amy this call,5,fine amy this call,dnq
1869,well this,5,well this,dnq
1873,godolphin avenue state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation on expenses it is we have all that taken care of on so i don t need anything thanks for combat oi,5,godolphin avenue state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation on expenses it is we have all that taken care of on so i don t need anything thanks for combat oi,dnq
1877,this is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral oration expenses district no would you like to learn whereabouts what then have we,5,this is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral oration expenses district no would you like to learn whereabouts what then have we,dnq
1878,i m good and i made her a great,5,i m good and i made her a great,dnq
1887,colonel,5,colonel,dnq
1888,i m all right amy,5,i m all right amy,dnq
1896,i m doing great and i don t need your senior citizens characters i ve got everything then take care great,5,i m doing great and i don t need your senior citizens characters i ve got everything then take care great,dnq
1897,i m doing good but why he polly i m not interested gray this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation i don t need need it would you like to learn more about no i don t i completely understand that i fear you afford,5,i m doing good but why he polly i m not interested gray this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation i don t need need it would you like to learn more about no i don t i completely understand that i fear you afford,dnq
1898,oh i m doin fine father,5,oh i m doin fine father,dnq
1904,done fine,5,done fine,dnq
1906,que this,5,que this,dnq
1910,i do find any great this,5,i do find any great this,dnq
1915,doing great great,5,doing great great,dnq
1918,dan,5,dan,dnq
1921,what would he have to do with for val i,5,what would he have to do with for val i,dnq
1927,to do right,5,to do right,dnq
1928,i am done for good when,5,i am done for good when,dnq
1929,not but that bug,5,not but that bug,dnq
1943,i m tired of what what you got for you off with it i,5,i m tired of what what you got for you off with it i,dnq
1944,good right,5,good right,dnq
1945,i m going fine thank you great,5,i m going fine thank you great,dnq
1948,la mara which you may at,5,la mara which you may at,dnq
1955,i m doin purty good great this,5,i m doin purty good great this,dnq
1956,very good great,5,very good great,dnq
1957,i m goin great,5,i m goin great,dnq
1958,i m doing friend great,5,i m doing friend great,dnq
1959,as one can you know yes this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial real funeral i don t need none ma am i ve already got all my stuff taken care of thank you though good by great his call is about a new state,5,as one can you know yes this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial real funeral i don t need none ma am i ve already got all my stuff taken care of thank you though good by great his call is about a new state,dnq
1963,and god,5,and god,dnq
1965,anna,5,anna,dnq
1966,a rat,5,a rat,dnq
1967,i m doing it great,5,i m doing it great,dnq
1968,i m done grit i don t need any color on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally i already taken care of would you like to learn more about athena,5,i m done grit i don t need any color on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally i already taken care of would you like to learn more about athena,dnq
1971,i m doing it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses,5,i m doing it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses,dnq
1973,noted,5,noted,dnq
1974,crime this,5,crime this,dnq
1977,ride yes this,5,ride yes this,dnq
1979,pretty good pretty good,5,pretty good pretty good,dnq
1988,i m fantastic great,5,i m fantastic great,dnq
1989,i m doing great great this,5,i m doing great great this,dnq
1992,i m doing very fine for eighty five years old yes old great this,5,i m doing very fine for eighty five years old yes old great this,dnq
1996,okay this,5,okay this,dnq
2006,ttodaythis,5,ttodaythis,dnq
2008,compare great,5,compare great,dnq
2012,am i this,5,am i this,dnq
2013,on god great,5,on god great,dnq
2021,i m going now this call,5,i m going now this call,dnq
2027,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the po for the people on fixed income or social security hardy,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the po for the people on fixed income or social security hardy,dnq
2035,work grace,5,work grace,dnq
2039,mighty good this,5,mighty good this,dnq
2040,i m god this,5,i m god this,dnq
2043,right,5,right,dnq
2051,make grace this,5,make grace this,dnq
2052,come to an old case,5,come to an old case,dnq
2055,though just fine great this,5,though just fine great this,dnq
2064,fine but who is calling i can t hear you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your very eye can have all the shore or anybody one thanks for calling me a day by oh yes,5,fine but who is calling i can t hear you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your very eye can have all the shore or anybody one thanks for calling me a day by oh yes,dnq
2067,it is this,5,it is this,dnq
2068,very fine,5,very fine,dnq
2072,how good,5,how good,dnq
2074,again,5,again,dnq
2079,fine thank you what grandeur,5,fine thank you what grandeur,dnq
2080,as it lovely this,5,as it lovely this,dnq
2093,pretty good i m doing pretty good thankye,5,pretty good i m doing pretty good thankye,dnq
2094,i m fine gregg this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses treatise specifically designed,5,i m fine gregg this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses treatise specifically designed,dnq
2096,i ll just great great,5,i ll just great great,dnq
2101,you re fine thank you great,5,you re fine thank you great,dnq
2105,ah thought out this column is a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for for the people on fixed income or social security would you like to learn more about i,5,ah thought out this column is a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for for the people on fixed income or social security would you like to learn more about i,dnq
2107,i m done here this,5,i m done here this,dnq
2109,oh good but one house is not here great,5,oh good but one house is not here great,dnq
2111,you ll find you go okay call is about a new state regulated final extend sale land which covers a hundred percent or a class in the candidate is a walking behind if you ve got something that you like to learn more about no i don t want toknow nothing about what you do you call me what you want me to me to do for you,5,you ll find you go okay call is about a new state regulated final extend sale land which covers a hundred percent or a class in the candidate is a walking behind if you ve got something that you like to learn more about no i don t want toknow nothing about what you do you call me what you want me to me to do for you,dnq
2112,i m doing fine amy great,5,i m doing fine amy great,dnq
2121,i m done pretty good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation all my funeral expenses is taken care of through the funeral thank you great this call is about a new state regulated,5,i m done pretty good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation all my funeral expenses is taken care of through the funeral thank you great this call is about a new state regulated,dnq
2122,i got or you want father great this call is about a new state regulated final expense and surely we have that great as ariel soon wait i m lashing at you who do you want to would you like to learn more about it don t call for me thank you,5,i got or you want father great this call is about a new state regulated final expense and surely we have that great as ariel soon wait i m lashing at you who do you want to would you like to learn more about it don t call for me thank you,dnq
2129,oh i m doin a case great,5,oh i m doin a case great,dnq
2130,frank great,5,frank great,dnq
2133,ara this call,5,ara this call,dnq
2135,doing pretty good great,5,doing pretty good great,dnq
2137,good this,5,good this,dnq
2143,will do it now,5,will do it now,dnq
2146,i m going to be,5,i m going to be,dnq
2148,and then i this,5,and then i this,dnq
2149,well i think i ve done find says this call for oblong you oblong great,5,well i think i ve done find says this call for oblong you oblong great,dnq
2156,reasonable,5,reasonable,dnq
2162,oh all right,5,oh all right,dnq
2165,is fine great,5,is fine great,dnq
2166,i do just great this,5,i do just great this,dnq
2169,come on this,5,come on this,dnq
2172,i m darned good,5,i m darned good,dnq
2176,her this call,5,her this call,dnq
2180,i can,5,i can,dnq
2184,then this,5,then this,dnq
2190,and no case,5,and no case,dnq
2194,i m good grace,5,i m good grace,dnq
2195,i m doing good thank you you great,5,i m doing good thank you you great,dnq
2203,i m fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation i m not in a red man i m not interested i have insurance takes o great this call is about a new state regulated final expense insurance fund which covers up,5,i m fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation i m not in a red man i m not interested i have insurance takes o great this call is about a new state regulated final expense insurance fund which covers up,dnq
2204,i could do good amy great this,5,i could do good amy great this,dnq
2208,no no case this call is abandoned these expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no he no come on in rein thank you,5,no no case this call is abandoned these expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no he no come on in rein thank you,dnq
2209,cried gregg this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses i shut up i m ninety six years old i don t need any of your help i ve got all the help i need now leave me alone take my number off your list good bye oh,5,cried gregg this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses i shut up i m ninety six years old i don t need any of your help i ve got all the help i need now leave me alone take my number off your list good bye oh,dnq
2210,and i ve got over nineteen and pondered over it it s very dead they have all my bill at all in pence insurance plan which covers up,5,and i ve got over nineteen and pondered over it it s very dead they have all my bill at all in pence insurance plan which covers up,dnq
2213,ingres,5,ingres,dnq
2219,fine god can you hear you re right,5,fine god can you hear you re right,dnq
2225,i m a doin this,5,i m a doin this,dnq
2228,she,5,she,dnq
2230,yes,5,yes,dnq
2232,would i,5,would i,dnq
2241,right it came,5,right it came,dnq
2242,o doin pretty good pretty good great,5,o doin pretty good pretty good great,dnq
2243,done,5,done,dnq
2245,amiable fine what s going on great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or or cremation expenses it is specific ideas are for the people would you like to learn more about it,5,amiable fine what s going on great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or or cremation expenses it is specific ideas are for the people would you like to learn more about it,dnq
2250,i may get through another day,5,i may get through another day,dnq
2256,this tells about a new state regulating in an insurance plan which covers a hundred percent of your burial funeral or cremation on expenses it is specifically designed for the people on fixed income or peter would you go and learn more about it yes who are you,5,this tells about a new state regulating in an insurance plan which covers a hundred percent of your burial funeral or cremation on expenses it is specifically designed for the people on fixed income or peter would you go and learn more about it yes who are you,dnq
2259,go then,5,go then,dnq
2264,a cur,5,a cur,dnq
2267,that s all you want it now,5,that s all you want it now,dnq
2268,not bad pretty good only to hear that this,5,not bad pretty good only to hear that this,dnq
2269,i m doing this fine great this,5,i m doing this fine great this,dnq
2277,upon great,5,upon great,dnq
2278,once a great this call is about a new state regulated and finally even insurance plan which covers a hundred percent of your burial funeral with force for cremation expenses in as it is critically designed for the people on fixed income or social security would you like to learn more about it if you are satisfied with your message press one to listen to your message press two to erase and re record press three to continue recording where you left off press for,5,once a great this call is about a new state regulated and finally even insurance plan which covers a hundred percent of your burial funeral with force for cremation expenses in as it is critically designed for the people on fixed income or social security would you like to learn more about it if you are satisfied with your message press one to listen to your message press two to erase and re record press three to continue recording where you left off press for,dnq
2280,and firm,5,and firm,dnq
2284,i m fine thank,5,i m fine thank,dnq
2285,a moke great,5,a moke great,dnq
2286,i don t find great,5,i don t find great,dnq
2292,i dono this call,5,i dono this call,dnq
2303,well thank you great this,5,well thank you great this,dnq
2306,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense i ve borrowed a got it paid paid for thank you or,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense i ve borrowed a got it paid paid for thank you or,dnq
2310,man great this,5,man great this,dnq
2311,very glad thanks great,5,very glad thanks great,dnq
2312,then great,5,then great,dnq
2316,red i,5,red i,dnq
2321,here s a fine picture great this,5,here s a fine picture great this,dnq
2323,i thank you grape,5,i thank you grape,dnq
2326,i m doing great amy great this,5,i m doing great amy great this,dnq
2327,why,5,why,dnq
2330,at that what,5,at that what,dnq
2332,hurry up amy he talked,5,hurry up amy he talked,dnq
2336,i ve done fine what is it you want i,5,i ve done fine what is it you want i,dnq
2338,oh look this call,5,oh look this call,dnq
2340,as calling about a new state regulated final spent and arrange plans which covers one hundred percent of your burial funeral or formation expenses the specifically would you like to learn more about it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now if you like,5,as calling about a new state regulated final spent and arrange plans which covers one hundred percent of your burial funeral or formation expenses the specifically would you like to learn more about it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now if you like,dnq
2341,i m fine great this call,5,i m fine great this call,dnq
2342,in great,5,in great,dnq
2347,forget this,5,forget this,dnq
2349,and i,5,and i,dnq
2350,just fine great this,5,just fine great this,dnq
2354,i don t,5,i don t,dnq
2355,great this call is about a new state regulated final expense insurance plan with five percent ever battery and take care you may see hundreds it is specific specifically designed for the people unfixed income they were specially care of would you like to learn more about it,5,great this call is about a new state regulated final expense insurance plan with five percent ever battery and take care you may see hundreds it is specific specifically designed for the people unfixed income they were specially care of would you like to learn more about it,dnq
2356,and drink i thank you very much great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses at polly as mine for cartaret so thank you for all good bye o i,5,and drink i thank you very much great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses at polly as mine for cartaret so thank you for all good bye o i,dnq
2357,dear,5,dear,dnq
2359,under god,5,under god,dnq
2362,i m fine amy great,5,i m fine amy great,dnq
2365,and then thank you,5,and then thank you,dnq
2372,fine well you see that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense i say don t tell you what i d like to have it but i can t afford it i ve got here but i learn more about it i can t write about it love caes,5,fine well you see that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense i say don t tell you what i d like to have it but i can t afford it i ve got here but i learn more about it i can t write about it love caes,dnq
2379,good this call,5,good this call,dnq
2380,doing good great,5,doing good great,dnq
2384,van i m goin to you yes ma am great,5,van i m goin to you yes ma am great,dnq
2401,i m very fit great this call,5,i m very fit great this call,dnq
2405,i m no good amy,5,i m no good amy,dnq
2410,good great this,5,good great this,dnq
2411,this,5,this,dnq
2421,a mate,5,a mate,dnq
2425,doing all right i guess,5,doing all right i guess,dnq
2428,deeper great this call is,5,deeper great this call is,dnq
2441,cesar,5,cesar,dnq
2443,home,5,home,dnq
2444,so,5,so,dnq
2449,i m doing you fine thank you,5,i m doing you fine thank you,dnq
2458,i m fine thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fine i m takin care of i ve got a dog settled thank you o great,5,i m fine thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fine i m takin care of i ve got a dog settled thank you o great,dnq
2462,a market great,5,a market great,dnq
2465,think you can you eat nothing yes i said good this,5,think you can you eat nothing yes i said good this,dnq
2468,i m doing right great this,5,i m doing right great this,dnq
2469,i m doing well thank you great,5,i m doing well thank you great,dnq
2471,can she have to talk loud for they can t hear you this,5,can she have to talk loud for they can t hear you this,dnq
2474,her one,5,her one,dnq
2477,a better,5,a better,dnq
2479,in fun then great,5,in fun then great,dnq
2480,pen,5,pen,dnq
2491,thought amy i m doing great great,5,thought amy i m doing great great,dnq
2492,amy i m fine what kind of plan as you got on the grape this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or create cremation offensive it is precisely defined would you like to learn more about old billy was finished,5,amy i m fine what kind of plan as you got on the grape this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or create cremation offensive it is precisely defined would you like to learn more about old billy was finished,dnq
2495,i m just fine but what do you want ttodaysorry to hear that this,5,i m just fine but what do you want ttodaysorry to hear that this,dnq
2500,fine what are you selling this call is a state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses ain t ready to go i m eighty seven but i have a plan to take me off you call list like you would you like to learn more about it,5,fine what are you selling this call is a state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses ain t ready to go i m eighty seven but i have a plan to take me off you call list like you would you like to learn more about it,dnq
2502,in fine this,5,in fine this,dnq
2506,i m going great this,5,i m going great this,dnq
2507,i m durned kind great this,5,i m durned kind great this,dnq
2508,fellow,5,fellow,dnq
2510,fine what can i do for you great,5,fine what can i do for you great,dnq
2518,i m doing so great,5,i m doing so great,dnq
2519,paranoia this call,5,paranoia this call,dnq
2521,amy i m loving life how can i help,5,amy i m loving life how can i help,dnq
2533,her shabby this,5,her shabby this,dnq
2538,look,5,look,dnq
2539,all thine this call,5,all thine this call,dnq
2543,thank you grace this call is,5,thank you grace this call is,dnq
2545,i m going great great,5,i m going great great,dnq
2546,i m doin purty good is another tall cattle this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense mother i myself so get that of my bun quick alone by oke,5,i m doin purty good is another tall cattle this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense mother i myself so get that of my bun quick alone by oke,dnq
2548,i m sorry i thank you bishop,5,i m sorry i thank you bishop,dnq
2551,fully,5,fully,dnq
2552,i m going in,5,i m going in,dnq
2554,i m doing fine grace this call is about the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is played over the design for her thank you good bye would you like to learn more about it,5,i m doing fine grace this call is about the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is played over the design for her thank you good bye would you like to learn more about it,dnq
2562,yes and,5,yes and,dnq
2567,very well thank you great,5,very well thank you great,dnq
2569,oh pretty good,5,oh pretty good,dnq
