,beam,class,cleaned_text,class_labels
2705,it i would but i m a millionaire and i don t think they d let me,9,it i would but i m a millionaire and i don t think they d let me,other
2708,it if i m dead they spread my ashes in the ocean,9,it if i m dead they spread my ashes in the ocean,other
2709,the state of texas this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense,9,the state of texas this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense,other
2712,well that s me,9,well that s me,other
2723,glad of sugar daddy i understand and it s great that you are thinking ahead but as you know the cost of funeral has increased over the years i give my backyard are you capable enough to make your own financial decision i m going to be very trump a golf course now i want to go to,9,glad of sugar daddy i understand and it s great that you are thinking ahead but as you know the cost of funeral has increased over the years i give my backyard are you capable enough to make your own financial decision i m going to be very trump a golf course now i want to go to,other
2730,don t remember asking i,9,don t remember asking i,other
2739,it s raining,9,it s raining,other
2756,i m very swell to that pretty high pretty high today but i ain t one that like the kid take crocker practice but firio canceled and i i really want to go to sick sometime this year if that s possible i don t know if that s a work of yours quite completely under ye longer on it now,9,i m very swell to that pretty high pretty high today but i ain t one that like the kid take crocker practice but firio canceled and i i really want to go to sick sometime this year if that s possible i don t know if that s a work of yours quite completely under ye longer on it now,other
2757,that s the life,9,that s the life,other
2759,on your mind this,9,on your mind this,other
2773,it i mean the cover now and i can go,9,it i mean the cover now and i can go,other
2778,i can hear you,9,i can hear you,other
2793,what do you mean,9,what do you mean,other
2802,well now that s strange because my caller ideas as verse corporation which is it,9,well now that s strange because my caller ideas as verse corporation which is it,other
2806,hi say that again please hello,9,hi say that again please hello,other
2807,mark grinned,9,mark grinned,other
2811,i just woke up and i hold a regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically illy designed for the people on fixed income or social security would you like to learn more about it no i have heard this and hear this and her death but every other day and so as toknow it for scan thank you,9,i just woke up and i hold a regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically illy designed for the people on fixed income or social security would you like to learn more about it no i have heard this and hear this and her death but every other day and so as toknow it for scan thank you,other
2825,what can i do for you amy,9,what can i do for you amy,other
2858,i pity,9,i pity,other
2861,it i m eighty eight years old,9,it i m eighty eight years old,other
2867,it well,9,it well,other
2869,are you off this,9,are you off this,other
2876,it oh and what answer what kind of answer asked one,9,it oh and what answer what kind of answer asked one,other
2882,it i have eternal life with my lord jesus crying sorry i,9,it i have eternal life with my lord jesus crying sorry i,other
2885,more about it well can you send everything to mail so i can look at,9,more about it well can you send everything to mail so i can look at,other
2891,i ve diagnosed with terminal cancer,9,i ve diagnosed with terminal cancer,other
2896,american singer citizen cat,9,american singer citizen cat,other
2899,all about the thing this call is a strict regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically had that taken care of me it might be a good night ere i didn t care thank you,9,all about the thing this call is a strict regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically had that taken care of me it might be a good night ere i didn t care thank you,other
2900,i suppose,9,i suppose,other
2906,it rip apart,9,it rip apart,other
2929,do you want what do you want,9,do you want what do you want,other
2935,doing fine you call what you want great,9,doing fine you call what you want great,other
2938,i do papa this,9,i do papa this,other
2943,it whatever i,9,it whatever i,other
2948,what i completely understand that but these new fordable plans have just been approved in your back and every is it,9,what i completely understand that but these new fordable plans have just been approved in your back and every is it,other
2949,okate what do you have this calls upon state regulated final expense insurance plan which covers a hundred percent over maria and proclamation and it is the second idea i carry it would you like to learn more about it more than you,9,okate what do you have this calls upon state regulated final expense insurance plan which covers a hundred percent over maria and proclamation and it is the second idea i carry it would you like to learn more about it more than you,other
2963,it hello hear me i completely understand that i have not you afar where are you,9,it hello hear me i completely understand that i have not you afar where are you,other
2965,is,9,is,other
2967,again completely under no,9,again completely under no,other
2970,it no i don t plan on dying any time since i m good i,9,it no i don t plan on dying any time since i m good i,other
2971,who would,9,who would,other
2978,not a senior citizen,9,not a senior citizen,other
2998,well good so far grace is involved about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is are you a license and chancellor would you like to learn more about it are you a license insurance solicitor,9,well good so far grace is involved about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is are you a license and chancellor would you like to learn more about it are you a license insurance solicitor,other
3001,it can favor,9,it can favor,other
3009,it how much does it cost well that s a good question let me bring on the line my product specialist who can follow the artificiality i object or cause,9,it how much does it cost well that s a good question let me bring on the line my product specialist who can follow the artificiality i object or cause,other
3011,amigo dares montame,9,amigo dares montame,other
3012,it a threatening,9,it a threatening,other
3013,here this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses,9,here this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses,other
3021,not to good this,9,not to good this,other
3024,american senior citizens care there,9,american senior citizens care there,other
3028,the zoo this,9,the zoo this,other
3039,i m very glad to,9,i m very glad to,other
3040,it and what was it,9,it and what was it,other
3044,it oh amy you re the third call i ve got about this ttoda,9,it oh amy you re the third call i ve got about this ttoda,other
3057,lo i could hear you call,9,lo i could hear you call,other
3059,more about articles,9,more about articles,other
3077,i thank you great this,9,i thank you great this,other
3079,my hans i came here i guess they call you they call you for i m not one to stand there you say,9,my hans i came here i guess they call you they call you for i m not one to stand there you say,other
3081,i m trying to the mill this,9,i m trying to the mill this,other
3124,it how does he cover a hundred ppercen,9,it how does he cover a hundred ppercen,other
3140,good night great this,9,good night great this,other
3142,come here,9,come here,other
3143,it what you going to say save to,9,it what you going to say save to,other
3168,it well one i completely under,9,it well one i completely under,other
3170,was the question,9,was the question,other
3172,more about hallo,9,more about hallo,other
3181,what what what what what wonder what woman is he i,9,what what what what what wonder what woman is he i,other
3184,you kind o man i,9,you kind o man i,other
3190,a pike grandy not to worry that again please norton said i,9,a pike grandy not to worry that again please norton said i,other
3194,i m dead,9,i m dead,other
3199,it beauty,9,it beauty,other
3201,done same as you are ma am same as you what you get for,9,done same as you are ma am same as you what you get for,other
3203,diana,9,diana,other
3210,this call is,9,this call is,other
3215,hello,9,hello,other
3220,are you alive or recorded this,9,are you alive or recorded this,other
3224,hi amy,9,hi amy,other
3241,it so the,9,it so the,other
3258,god,9,god,other
3260,twenty five,9,twenty five,other
3287,you re cutting in,9,you re cutting in,other
3311,i feel like a finger,9,i feel like a finger,other
3313,go play with yourself this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation go away don t ever call again again i m sick and tired of listening to you don t you get the hint go away would you like to learn more about it good bye hello,9,go play with yourself this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation go away don t ever call again again i m sick and tired of listening to you don t you get the hint go away would you like to learn more about it good bye hello,other
3320,i spoke about for yours,9,i spoke about for yours,other
3322,to be without a sound word,9,to be without a sound word,other
3341,hamish,9,hamish,other
3344,it but,9,it but,other
3356,what you are i,9,what you are i,other
3362,benito this,9,benito this,other
3365,grab my mud fuse,9,grab my mud fuse,other
3367,it would i be able to go to the boatman and by some cocaine with it,9,it would i be able to go to the boatman and by some cocaine with it,other
3375,beg your pardon said quietly what do you say,9,beg your pardon said quietly what do you say,other
3389,it there,9,it there,other
3393,i m not so hot this,9,i m not so hot this,other
3402,italy is a mother s pet this call on a new state regulated final expense insurance plan which cover which covers a hundred percent of your burial funeral or cremation expenses specifically would you like more about it no mother,9,italy is a mother s pet this call on a new state regulated final expense insurance plan which cover which covers a hundred percent of your burial funeral or cremation expenses specifically would you like more about it no mother,other
3405,when you come someday you are the least,9,when you come someday you are the least,other
3408,i m ninety one years old that the recording this call is about a new state regulated final expense and sherman or you don t and bury the funeral i m too against it it is specifically designed for the people on fixed income or social security would you like to learn more about it,9,i m ninety one years old that the recording this call is about a new state regulated final expense and sherman or you don t and bury the funeral i m too against it it is specifically designed for the people on fixed income or social security would you like to learn more about it,other
3409,who s this who you want to do,9,who s this who you want to do,other
3423,no,9,no,other
3424,fellow,9,fellow,other
3438,no i m a ninety seven and i find money to bury me,9,no i m a ninety seven and i find money to bury me,other
3444,my bodice,9,my bodice,other
3461,and what is it all about,9,and what is it all about,other
3471,could i talk for such,9,could i talk for such,other
3473,what number are you dying i completely understand that but these new fordable plans have just been approved in your dangle you can t talk this,9,what number are you dying i completely understand that but these new fordable plans have just been approved in your dangle you can t talk this,other
3481,it how old do you have to be,9,it how old do you have to be,other
3483,i don t know i d have to ask her this,9,i don t know i d have to ask her this,other
3487,but what s,9,but what s,other
3492,it pretty men hello,9,it pretty men hello,other
3502,it oh i don t know a pack of figures no help i,9,it oh i don t know a pack of figures no help i,other
3505,papa,9,papa,other
3506,you that paper amount,9,you that paper amount,other
3513,ha the better ttodayand take the,9,ha the better ttodayand take the,other
3514,it and with no one to see you right now i,9,it and with no one to see you right now i,other
3522,my dear,9,my dear,other
3550,do you want,9,do you want,other
3554,i m a hundred and forty four this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses answered it is would you like to learn more about it no,9,i m a hundred and forty four this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses answered it is would you like to learn more about it no,other
3564,senior citizens care this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial forty seven years on expenses it is jolly joe banks o would you like to learn more about it no buckin wood i completely understand that but these new fordable tramps have just been approved in your state,9,senior citizens care this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial forty seven years on expenses it is jolly joe banks o would you like to learn more about it no buckin wood i completely understand that but these new fordable tramps have just been approved in your state,other
3568,more about it,9,more about it,other
3570,do you know what time it is this call is about a new state regulated final expense insurance plan which covers a hundred run order a funeral or cream ation expense don t you know what time it is i completely understand that but these new fordable plans all yet proved no you don t,9,do you know what time it is this call is about a new state regulated final expense insurance plan which covers a hundred run order a funeral or cream ation expense don t you know what time it is i completely understand that but these new fordable plans all yet proved no you don t,other
3578,am i so beautiful,9,am i so beautiful,other
3579,what do you want i completely understand that but these new fordable plans have just been approved in your state and everyone this call is about a new state regulated final expenditure land which covers a hundred percent of your burial funeral or cremation expenses it is special said he would you like to learn more about it no stop callin me,9,what do you want i completely understand that but these new fordable plans have just been approved in your state and everyone this call is about a new state regulated final expenditure land which covers a hundred percent of your burial funeral or cremation expenses it is special said he would you like to learn more about it no stop callin me,other
3584,that she that set out right,9,that she that set out right,other
3587,it how does one mail on her visit on the farm,9,it how does one mail on her visit on the farm,other
3589,it i ll get a free blow,9,it i ll get a free blow,other
3592,but tell me what you call for,9,but tell me what you call for,other
3596,you go wake up this calm may neate regulated final expense insurance plan which covers one hundred percent of your burial funeral or cremation expenses it is specifically designed for signed for the people on fixed income or social security would you like to learn more about it,9,you go wake up this calm may neate regulated final expense insurance plan which covers one hundred percent of your burial funeral or cremation expenses it is specifically designed for signed for the people on fixed income or social security would you like to learn more about it,other
3604,what are you calling with regard to why are you are excuse me this call is about a new state regulated final expense insurance plan which covers a hundred percent of your barrel numeral or cremation of every high of everything everything taken care of thank you o great this call is about a new state regulated final exam,9,what are you calling with regard to why are you are excuse me this call is about a new state regulated final expense insurance plan which covers a hundred percent of your barrel numeral or cremation of every high of everything everything taken care of thank you o great this call is about a new state regulated final exam,other
3613,got in better couldn t stand it great,9,got in better couldn t stand it great,other
3624,kendall,9,kendall,other
3635,pip,9,pip,other
3638,do you believe in god,9,do you believe in god,other
3641,it do you want my credit card number,9,it do you want my credit card number,other
3647,laying here dying,9,laying here dying,other
3652,can,9,can,other
3655,well so so,9,well so so,other
3657,i see myself beaten hullo i complete hullo how would you like about it lord he,9,i see myself beaten hullo i complete hullo how would you like about it lord he,other
3674,see yourself once,9,see yourself once,other
3676,warfare to jake this,9,warfare to jake this,other
3682,it he can live,9,it he can live,other
3710,good bye good bye i m on another line,9,good bye good bye i m on another line,other
3713,you with it i,9,you with it i,other
3738,i completely understand that then father,9,i completely understand that then father,other
3739,about like usual setting down reading a book called,9,about like usual setting down reading a book called,other
3742,very curious it again little one,9,very curious it again little one,other
3746,who is this,9,who is this,other
3747,it what was there to learn about it would you like to learn more about it,9,it what was there to learn about it would you like to learn more about it,other
3761,what do you mean what are you talking about,9,what do you mean what are you talking about,other
3783,it hosea,9,it hosea,other
3788,how much on paper man,9,how much on paper man,other
3790,american what,9,american what,other
3793,no i,9,no i,other
3796,i m glad the day is just about over does that answer your question this,9,i m glad the day is just about over does that answer your question this,other
3798,it i m eighty seven years old,9,it i m eighty seven years old,other
3816,who am i talking with,9,who am i talking with,other
3818,no paint on glass this,9,no paint on glass this,other
3821,it you can send me a letter or something,9,it you can send me a letter or something,other
3831,this call is about a new state regulated final insurance plan which covers a hundred percent burial funeral or cremation expenses it is specifically designed for the people on fixed in fixed income or social security would you like to learn more about i sure would,9,this call is about a new state regulated final insurance plan which covers a hundred percent burial funeral or cremation expenses it is specifically designed for the people on fixed in fixed income or social security would you like to learn more about i sure would,other
3835,what i completely understand that but these new fordable plans have dressed and improved in her state and everyone qualified aye in her,9,what i completely understand that but these new fordable plans have dressed and improved in her state and everyone qualified aye in her,other
3836,it no i m a disabled veteran i m getting buried in alice,9,it no i m a disabled veteran i m getting buried in alice,other
3837,it you can send me a paper,9,it you can send me a paper,other
3840,madam,9,madam,other
3842,it on paper,9,it on paper,other
3849,it then,9,it then,other
3854,how you got how you get my man this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial fee in question it is is this how you get my name would you like to learn more about no i don t learn no more about it to qualify you for the plan,9,how you got how you get my man this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial fee in question it is is this how you get my name would you like to learn more about no i don t learn no more about it to qualify you for the plan,other
3856,it oh,9,it oh,other
3859,i am eighty two years old,9,i am eighty two years old,other
3863,it you can send me something i guess,9,it you can send me something i guess,other
3868,it where are you from,9,it where are you from,other
3876,i m twelve i guess i,9,i m twelve i guess i,other
3881,good and everything i set you got to git your record straight or that or call it different number grape this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is italy i have life for joy like this papa baba,9,good and everything i set you got to git your record straight or that or call it different number grape this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is italy i have life for joy like this papa baba,other
3887,what you want,9,what you want,other
3891,very good i have time to talk to this while this,9,very good i have time to talk to this while this,other
3904,mercy this,9,mercy this,other
3913,it to speak to some one,9,it to speak to some one,other
3915,it he said it,9,it he said it,other
3916,hey there this calendar is the state regulated final expense insurance plan which covers a hundred from burial not indeed for cremation expenses it is specifically designed signor would you like to learn more about it,9,hey there this calendar is the state regulated final expense insurance plan which covers a hundred from burial not indeed for cremation expenses it is specifically designed signor would you like to learn more about it,other
3931,well i m that often come in dear i get thirty some years though i,9,well i m that often come in dear i get thirty some years though i,other
3940,it retired military,9,it retired military,other
3941,it bacon,9,it bacon,other
3942,i don t care,9,i don t care,other
3946,it let him go and then you tell me if you can help me okay to,9,it let him go and then you tell me if you can help me okay to,other
3951,i ve tried other ones for my husband and myself and he s been denied healthy,9,i ve tried other ones for my husband and myself and he s been denied healthy,other
3968,april thirteenth,9,april thirteenth,other
3969,so so this,9,so so this,other
3974,with a merchant,9,with a merchant,other
3976,it far more about what,9,it far more about what,other
3977,who s this,9,who s this,other
3984,it just in placing a peace of big spanish,9,it just in placing a peace of big spanish,other
3987,i go talk to my daughter about it first i completely understand that but these new and fordable plans have just,9,i go talk to my daughter about it first i completely understand that but these new and fordable plans have just,other
3989,for folk father,9,for folk father,other
3990,what is the see here i,9,what is the see here i,other
4005,you need a work and a job or something do you need a job this call is,9,you need a work and a job or something do you need a job this call is,other
4013,are cap,9,are cap,other
4015,it wrath apart,9,it wrath apart,other
4018,can hear you now,9,can hear you now,other
4040,hallo this,9,hallo this,other
4065,american senior citizens care that makes you feel wonderful,9,american senior citizens care that makes you feel wonderful,other
4075,who is it,9,who is it,other
4093,stop calling me,9,stop calling me,other
4094,it if i wanted toknow about it i would have called you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified give ye you re botherin me at seven thirty at night life,9,it if i wanted toknow about it i would have called you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified give ye you re botherin me at seven thirty at night life,other
4098,real i can t talk,9,real i can t talk,other
4109,it who is this,9,it who is this,other
4127,operator this call is about a new state regulated final expense insurance plan which covers a hundred cent of your burial funeral or cremation expense,9,operator this call is about a new state regulated final expense insurance plan which covers a hundred cent of your burial funeral or cremation expense,other
4144,it what state are you calling from would you like to learn more about it what state are you calling from,9,it what state are you calling from would you like to learn more about it what state are you calling from,other
4145,would you like to buy some carters,9,would you like to buy some carters,other
4150,it piety,9,it piety,other
4159,yes i m here,9,yes i m here,other
4164,my son why not,9,my son why not,other
4166,go good bye,9,go good bye,other
4173,joe this call is about a note regulated final expense on insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security a message for some one would you like to learn more about to disconnect press star nine or just hang up,9,joe this call is about a note regulated final expense on insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security a message for some one would you like to learn more about to disconnect press star nine or just hang up,other
4179,are you expecting major darton,9,are you expecting major darton,other
4193,oh are you going about insurance,9,oh are you going about insurance,other
4195,no i belong to a union i have i,9,no i belong to a union i have i,other
4196,the more so now that way,9,the more so now that way,other
4200,oh but i ve got on the phone i m the passenger this call is about a new state regulated final expense insurance plan which covers a hundred percent of your bureau obstinate not creamy not your foot did not perform and not to follow does you would you like to learn more about it no no not to you i completely understand that but these new fordable plans have just been approved,9,oh but i ve got on the phone i m the passenger this call is about a new state regulated final expense insurance plan which covers a hundred percent of your bureau obstinate not creamy not your foot did not perform and not to follow does you would you like to learn more about it no no not to you i completely understand that but these new fordable plans have just been approved,other
4205,it alone,9,it alone,other
4208,so tom jones,9,so tom jones,other
4210,it i m not dead i,9,it i m not dead i,other
4222,it is number five,9,it is number five,other
4227,i m going to find what he what do you want i m sorry real,9,i m going to find what he what do you want i m sorry real,other
4238,my master then it bein a man,9,my master then it bein a man,other
4254,it i ain t in on dan i m ninety five call you for the plan are you between me and for an old he i m ninety five and i ain t clan on dan i ain t done it yet you can take that path out again least to get up your funeral house good for it,9,it i ain t in on dan i m ninety five call you for the plan are you between me and for an old he i m ninety five and i ain t clan on dan i ain t done it yet you can take that path out again least to get up your funeral house good for it,other
4257,is called this,9,is called this,other
4263,agitated,9,agitated,other
4270,who is this this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial mineral or cremation expenditures believed in war would you like to learn more about it,9,who is this this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial mineral or cremation expenditures believed in war would you like to learn more about it,other
4279,it i m only ten,9,it i m only ten,other
4280,it repeat what this is about i don t hear well,9,it repeat what this is about i don t hear well,other
4283,what you want what do you want i,9,what you want what do you want i,other
4293,amy from nursery,9,amy from nursery,other
4298,it no poet,9,it no poet,other
4299,it amy amy,9,it amy amy,other
4306,got better again and don t call out i completely understand that,9,got better again and don t call out i completely understand that,other
4307,do i pay for that,9,do i pay for that,other
4331,a new state regulates tina,9,a new state regulates tina,other
4333,ivy this,9,ivy this,other
4334,yes i am i have my fun but,9,yes i am i have my fun but,other
4336,it burial expenses i m not going to die,9,it burial expenses i m not going to die,other
4340,all right,9,all right,other
4343,oh i m getting by this,9,oh i m getting by this,other
4369,hardly,9,hardly,other
4378,it it can be,9,it it can be,other
4379,why this,9,why this,other
4401,you are with who,9,you are with who,other
4403,this call is about a new state regulated final expense insurance plan which covers up,9,this call is about a new state regulated final expense insurance plan which covers up,other
4407,it that s what i call about honey i don t understand i m i m an old man how do you like to learn more about i just lost my wife and i m,9,it that s what i call about honey i don t understand i m i m an old man how do you like to learn more about i just lost my wife and i m,other
4408,i m sorry babe,9,i m sorry babe,other
4412,it look,9,it look,other
4420,made you one,9,made you one,other
4425,it they re going to stick a bone up mice and let the dogs drag me off,9,it they re going to stick a bone up mice and let the dogs drag me off,other
4426,the stolen belle for her blessed be whites comin,9,the stolen belle for her blessed be whites comin,other
4427,completely understand that but these new afforded plans have just been having needed,9,completely understand that but these new afforded plans have just been having needed,other
4443,it no i am eighty nine do you want some incidents i,9,it no i am eighty nine do you want some incidents i,other
4461,it hello yes,9,it hello yes,other
4465,it can you send it to me and imagine me is it,9,it can you send it to me and imagine me is it,other
4470,it would you,9,it would you,other
4476,my efforts,9,my efforts,other
4479,amy this,9,amy this,other
4481,well fair yes,9,well fair yes,other
4483,same as i was doing fifteen minutes ago when you guys called me this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial fund as a wise it is specifically decidedly you on some or say so would you like to learn me to shut up we are,9,same as i was doing fifteen minutes ago when you guys called me this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial fund as a wise it is specifically decidedly you on some or say so would you like to learn me to shut up we are,other
4495,it maurice leave,9,it maurice leave,other
4514,you tell me what kind,9,you tell me what kind,other
4517,it read the bible john three sixteen,9,it read the bible john three sixteen,other
4523,i deliver it,9,i deliver it,other
4537,no what i think of it said emma i,9,no what i think of it said emma i,other
4540,it ah,9,it ah,other
4541,play it again this call,9,play it again this call,other
4547,carboy,9,carboy,other
4549,it cold,9,it cold,other
4551,it ali,9,it ali,other
4552,they pay go to turn a right,9,they pay go to turn a right,other
4557,it are we,9,it are we,other
4564,can you hear not about this about society security may care to hear that,9,can you hear not about this about society security may care to hear that,other
4565,it just how to say he d give a blow jar a good question let me bring on the line of product specialist who can see,9,it just how to say he d give a blow jar a good question let me bring on the line of product specialist who can see,other
4581,night but have a blister thank you this,9,night but have a blister thank you this,other
4596,no i don t think so i m ninety eight years old and i m a little boy until,9,no i don t think so i m ninety eight years old and i m a little boy until,other
4607,it could you send me something to my house,9,it could you send me something to my house,other
4617,are you located well we aren t even located in the country but our headquarters is not everywhere to state regulated final expense insurance i had five moons made of a funeral funeral or cremation expenses it is specifically designed for the people on a fixed income or would you like to learn more about it,9,are you located well we aren t even located in the country but our headquarters is not everywhere to state regulated final expense insurance i had five moons made of a funeral funeral or cremation expenses it is specifically designed for the people on a fixed income or would you like to learn more about it,other
4640,hello say that again please hello,9,hello say that again please hello,other
4651,purty good was but now i got a collar what s up at this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically it is a great,9,purty good was but now i got a collar what s up at this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically it is a great,other
4655,who are you may want,9,who are you may want,other
4658,it i m maybe five years old,9,it i m maybe five years old,other
4662,it well i pay between seventy five and her calls on this and i m at seven years old too old,9,it well i pay between seventy five and her calls on this and i m at seven years old too old,other
4670,it i d like to learn how you got my number,9,it i d like to learn how you got my number,other
4689,had just sent me the more the money i ll be happy that ll work i,9,had just sent me the more the money i ll be happy that ll work i,other
4693,i m here,9,i m here,other
4701,sir b,9,sir b,other
4702,is your question is your question great more regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fixed income or social security would you like to learn more about it,9,is your question is your question great more regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fixed income or social security would you like to learn more about it,other
4709,it noble english espanol i,9,it noble english espanol i,other
4717,it how much is it,9,it how much is it,other
4718,it and none of you so i know,9,it and none of you so i know,other
4721,what yo all is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses likely to hear that would you like to learn more about it,9,what yo all is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses likely to hear that would you like to learn more about it,other
4725,it i m twenty five years old,9,it i m twenty five years old,other
4726,some sir,9,some sir,other
4739,every day,9,every day,other
4771,it ah name it off again,9,it ah name it off again,other
4772,it send it to me,9,it send it to me,other
4800,with whom this,9,with whom this,other
4818,i m done with,9,i m done with,other
4819,i came here edith this call,9,i came here edith this call,other
4823,what do you,9,what do you,other
4834,i m not a single citizen yet i m only fifty six years of age and i m still working,9,i m not a single citizen yet i m only fifty six years of age and i m still working,other
4837,are you what do you want i,9,are you what do you want i,other
4839,it i have good day then,9,it i have good day then,other
4848,it love,9,it love,other
4860,i recall is about a new date regulated final events insurance plan which cover one hundred percent of your burial funeral fleet or cremation expenses it is tilly designed for the people on an income or social security would you like to learn more about it if you are satisfied with your message press one to listen to your message press two to erase and re record press three to to continue recording where you left off press for,9,i recall is about a new date regulated final events insurance plan which cover one hundred percent of your burial funeral fleet or cremation expenses it is tilly designed for the people on an income or social security would you like to learn more about it if you are satisfied with your message press one to listen to your message press two to erase and re record press three to to continue recording where you left off press for,other
4863,amy i recognized her this talk about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cream cremation expense i don t,9,amy i recognized her this talk about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cream cremation expense i don t,other
4883,you re on reported line looking for it,9,you re on reported line looking for it,other
4887,it more well as daughters others got be later he can,9,it more well as daughters others got be later he can,other
4898,after a bit i,9,after a bit i,other
4902,it no no and how different,9,it no no and how different,other
4905,i m above row now this,9,i m above row now this,other
4910,emmy this,9,emmy this,other
4918,rob,9,rob,other
4922,i m really old and tired i wish i had some sort of insurance this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically but tokeep on thinking about killing myself that works out,9,i m really old and tired i wish i had some sort of insurance this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically but tokeep on thinking about killing myself that works out,other
4924,it what is the age limit would you like to learn more about it what is the limit,9,it what is the age limit would you like to learn more about it what is the limit,other
4925,it mister,9,it mister,other
4928,it how do you have to bat,9,it how do you have to bat,other
4931,it i am already dead i,9,it i am already dead i,other
4938,it why would i care as i do,9,it why would i care as i do,other
4939,it and when you do it,9,it and when you do it,other
4942,what do you want i completely understand that but these new fordable plans have just been approved in your state and how are you going on with alex what you can do at regulated final expense insurance plan which cover one hundred percent of your burial funeral or cremation in it what you talking about would you like to learn more about it,9,what do you want i completely understand that but these new fordable plans have just been approved in your state and how are you going on with alex what you can do at regulated final expense insurance plan which cover one hundred percent of your burial funeral or cremation in it what you talking about would you like to learn more about it,other
4954,i m hangin,9,i m hangin,other
4957,me,9,me,other
4972,but you i,9,but you i,other
4984,ha this,9,ha this,other
4988,well do you make your own decision,9,well do you make your own decision,other
4998,since,9,since,other
5000,it how much is it cost that s that s all i want toknow,9,it how much is it cost that s that s all i want toknow,other
5004,monitoring this crone,9,monitoring this crone,other
5027,i consult always with my wife yes i say that again oh it s just,9,i consult always with my wife yes i say that again oh it s just,other
5029,seriously this,9,seriously this,other
5030,and what do you say i,9,and what do you say i,other
5034,it ain t you confidence,9,it ain t you confidence,other
5054,do you want toknow how old i am,9,do you want toknow how old i am,other
5057,well,9,well,other
5061,i am hanging in that girl,9,i am hanging in that girl,other
5066,we re somewhere would want three i completely understand that but these new fordable plans have just been approved in your state and everyone qualified or not that i m asking you a question you got five one three area cot where are you calling me from,9,we re somewhere would want three i completely understand that but these new fordable plans have just been approved in your state and everyone qualified or not that i m asking you a question you got five one three area cot where are you calling me from,other
5083,if you could send me the information i would appreciate it,9,if you could send me the information i would appreciate it,other
5103,it is there much water the fish,9,it is there much water the fish,other
5109,more i,9,more i,other
5112,it nana,9,it nana,other
5124,it there is about what they do not have they help you i,9,it there is about what they do not have they help you i,other
5131,what do ye eat i,9,what do ye eat i,other
5138,have been for a long time,9,have been for a long time,other
5152,listen i ve been to sing ttodayregulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally designed for the people on fixed income or social security would you like to learn more about listen i ve told you old people over and over and over again my funeral is already paid for don t call me no more,9,listen i ve been to sing ttodayregulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally designed for the people on fixed income or social security would you like to learn more about listen i ve told you old people over and over and over again my funeral is already paid for don t call me no more,other
5154,what you got to call at this time good,9,what you got to call at this time good,other
5167,and the you tell down more for to god,9,and the you tell down more for to god,other
