,beam,class,cleaned_text,class_labels
2382,no ma am i wouldn t i ve already taken care of my expenses my wife s expenses and we even have extra plots but thank you for calling have a good day by i can,0,no ma am i wouldn t i ve already taken care of my expenses my wife s expenses and we even have extra plots but thank you for calling have a good day by i can,X
2388,sure i am,0,sure i am,X
2391,it i m already taking care of things i,0,it i m already taking care of things i,X
2394,about it as about got a knife,0,about it as about got a knife,X
2398,it that it may already paid but i d ask if i would take her o,0,it that it may already paid but i d ask if i would take her o,X
2404,what s that great i mean its outstanding,0,what s that great i mean its outstanding,X
2414,it well i ve already got it a man might get over that i got warm,0,it well i ve already got it a man might get over that i got warm,X
2415,i ll read it i m already getting set up ma i,0,i ll read it i m already getting set up ma i,X
2420,it i m already on the ground,0,it i m already on the ground,X
2423,it no ma am i have already prepared myself i ve bought my grave,0,it no ma am i have already prepared myself i ve bought my grave,X
2430,learn more about it big,0,learn more about it big,X
2432,yes this,0,yes this,X
2437,i have all the dash,0,i have all the dash,X
2438,it no ma am i have done already thank you i completely understand that but the,0,it no ma am i have done already thank you i completely understand that but the,X
2440,decision i live by myself in a,0,decision i live by myself in a,X
2450,german,0,german,X
2454,it no i will die of it to take i,0,it no i will die of it to take i,X
2457,it no i ve got all them thank you i completely understand that,0,it no i ve got all them thank you i completely understand that,X
2464,it no i sure would not already have all that stuff thank you to,0,it no i sure would not already have all that stuff thank you to,X
2475,it no i have all that took care of but thank complete,0,it no i have all that took care of but thank complete,X
2486,because we already paid all this long time and we already have all the arrangements made,0,because we already paid all this long time and we already have all the arrangements made,X
2488,it you know i already took care of i completely understand that but these new fordable plans have just been approved in your state and everyone qualified i don t think i do,0,it you know i already took care of i completely understand that but these new fordable plans have just been approved in your state and everyone qualified i don t think i do,X
2501,it no i really got into one vertical,0,it no i really got into one vertical,X
2503,it we already made our arrangements thank you,0,it we already made our arrangements thank you,X
2504,got the insurance i completely understand that but these another,0,got the insurance i completely understand that but these another,X
2505,it yes i,0,it yes i,X
2513,it now i have already made plans i completely understand that,0,it now i have already made plans i completely understand that,X
2528,fouquet this,0,fouquet this,X
2534,it all that s taken care of,0,it all that s taken care of,X
2535,if,0,if,X
2537,it no i have plenty of life insurance thank you good bye good bye i completely understand that,0,it no i have plenty of life insurance thank you good bye good bye i completely understand that,X
2560,it at once only that,0,it at once only that,X
2561,it no ma am i already have a burial pole completely understood,0,it no ma am i already have a burial pole completely understood,X
2568,sir policy,0,sir policy,X
2584,there s one on the right and against the left side there are no buttons on the right,0,there s one on the right and against the left side there are no buttons on the right,X
2587,it no hate thank you but i completely understand that but the,0,it no hate thank you but i completely understand that but the,X
2597,yes she would well,0,yes she would well,X
2626,it so,0,it so,X
2638,it she will,0,it she will,X
2641,oh,0,oh,X
2654,it i would like to learn more about it,0,it i would like to learn more about it,X
2657,ma am i m goin at that took care of i,0,ma am i m goin at that took care of i,X
2662,it now could they both that s better would i have you thank you,0,it now could they both that s better would i have you thank you,X
2663,i am are you,0,i am are you,X
2668,it if we find with the insurance we thank you to qualify you for,0,it if we find with the insurance we thank you to qualify you for,X
2673,it no my things are all planned already so i don t need anything like it any more thank you though i,0,it no my things are all planned already so i don t need anything like it any more thank you though i,X
2683,it no i ve already got my funeral paid for and my final expenses paid for i ve already got all that thing taken care of i,0,it no i ve already got my funeral paid for and my final expenses paid for i ve already got all that thing taken care of i,X
2684,and now,0,and now,X
2686,it sue,0,it sue,X
2687,funeral and everything taken care of i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products nobles can give you penny,0,funeral and everything taken care of i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products nobles can give you penny,X
2690,him not enough,0,him not enough,X
2694,i ve already bought wash,0,i ve already bought wash,X
2706,it now i have to your authority on saturday too i completely understand that but,0,it now i have to your authority on saturday too i completely understand that but,X
2719,no ma am i ve got that all covered morality under,0,no ma am i ve got that all covered morality under,X
2755,it oh sir,0,it oh sir,X
2788,sometimes what i again heard my,0,sometimes what i again heard my,X
2790,it no ma am i ve already taken care of that i completely understood i m i m an old person at nine years,0,it no ma am i ve already taken care of that i completely understood i m i m an old person at nine years,X
2792,it no because ours is already paid we paid our simple even her seven years ago i,0,it no because ours is already paid we paid our simple even her seven years ago i,X
2795,no i have insurance already i,0,no i have insurance already i,X
2803,it no i think i have everything all set for that i have life insurance,0,it no i think i have everything all set for that i have life insurance,X
2822,it no i have insurance i,0,it no i have insurance i,X
2843,yes ma,0,yes ma,X
2849,if you re talking to me about the shore forget it i ve got all the insurance i can jam down my throat thank you good night this call is about a new state regulated final expense insurance land which covers,0,if you re talking to me about the shore forget it i ve got all the insurance i can jam down my throat thank you good night this call is about a new state regulated final expense insurance land which covers,X
2866,it i ve already got one like that thank you,0,it i ve already got one like that thank you,X
2881,it no not ttodaybecause i was already going on but i certainly do thank you for calling me some you,0,it no not ttodaybecause i was already going on but i certainly do thank you for calling me some you,X
2901,it now again,0,it now again,X
2902,already have joints,0,already have joints,X
2907,do right this call,0,do right this call,X
2909,my vision yes,0,my vision yes,X
2910,lady got a bad policy good bye,0,lady got a bad policy good bye,X
2914,oh yes,0,oh yes,X
2921,it not really i have another insurance all set for that i completely understand that but then fordable plans have just been approved in your state,0,it not really i have another insurance all set for that i completely understand that but then fordable plans have just been approved in your state,X
2931,it george,0,it george,X
2932,um i completely understand that i have already known,0,um i completely understand that i have already known,X
2934,it no ma am i already got a funeral in choice i,0,it no ma am i already got a funeral in choice i,X
2936,here,0,here,X
2941,it men already paid for i,0,it men already paid for i,X
2942,it i know ma am i have all the insurance i can afford thank you for calling it,0,it i know ma am i have all the insurance i can afford thank you for calling it,X
2947,it no i ve already got my tombstone my burial site and everything all paid for i ve already did that long time ago i,0,it no i ve already got my tombstone my burial site and everything all paid for i ve already did that long time ago i,X
2951,it no i already have some and i think my husband and i think that we have ours taken care of so no i wouldn t be thank you for calling anyway by complete,0,it no i already have some and i think my husband and i think that we have ours taken care of so no i wouldn t be thank you for calling anyway by complete,X
2952,also here,0,also here,X
2961,it short,0,it short,X
2977,it well i have it already thank you i completely understand that but the,0,it well i have it already thank you i completely understand that but the,X
2989,it no i haven t a captain thank you papa,0,it no i haven t a captain thank you papa,X
3004,it i ve already got that saxon chair car i completely understand that but these new and portable plans have just been approved in your state and everyone qualified so our product specialist can give you more information right now if you like the prices you can go on otherwise no obligation on your part o man s already paid for,0,it i ve already got that saxon chair car i completely understand that but these new and portable plans have just been approved in your state and everyone qualified so our product specialist can give you more information right now if you like the prices you can go on otherwise no obligation on your part o man s already paid for,X
3022,no i don t sir thank you i,0,no i don t sir thank you i,X
3025,sir,0,sir,X
3038,it no i have that all taken care of my kids for taking care of that,0,it no i have that all taken care of my kids for taking care of that,X
3046,it no because my son an take care o mas insurance,0,it no because my son an take care o mas insurance,X
3047,taken care of by the veterans i belong to and the veterans take care of me in the cream or veteran thank you very much,0,taken care of by the veterans i belong to and the veterans take care of me in the cream or veteran thank you very much,X
3055,you can tell me but what good i can get it,0,you can tell me but what good i can get it,X
3060,it ah i got life in short i,0,it ah i got life in short i,X
3064,it no ma am venture thankee i completely understand that,0,it no ma am venture thankee i completely understand that,X
3066,her of course,0,her of course,X
3069,a bit at our bet mike,0,a bit at our bet mike,X
3070,it already got,0,it already got,X
3072,it no i m already look i completely understand that but these new fordable plans have just,0,it no i m already look i completely understand that but these new fordable plans have just,X
3083,it not to my uncle,0,it not to my uncle,X
3095,no i already have a plan thank you i completely,0,no i already have a plan thank you i completely,X
3108,am i,0,am i,X
3112,it i have an assurance thank you,0,it i have an assurance thank you,X
3121,it not because my final expenses are all paid for i,0,it not because my final expenses are all paid for i,X
3157,if you tried to sell me on insurance i already have had it for years i understand and it s great that you are thinking ahead but as you know the cost of funeral has increased over the years no are you doubtful about your own financial decisions no i haven t enough,0,if you tried to sell me on insurance i already have had it for years i understand and it s great that you are thinking ahead but as you know the cost of funeral has increased over the years no are you doubtful about your own financial decisions no i haven t enough,X
3160,it o clock,0,it o clock,X
3173,it already have a bare poles thankye i can,0,it already have a bare poles thankye i can,X
3176,but he that is so i don t know what they got,0,but he that is so i don t know what they got,X
3177,it no ma am i ve all that already set up thank you i completely understand that but these new tis new,0,it no ma am i ve all that already set up thank you i completely understand that but these new tis new,X
3183,it b,0,it b,X
3198,it no i got there i,0,it no i got there i,X
3209,it oh yes,0,it oh yes,X
3211,good this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral every nation expense before the great a design for the coon had income of social maturity would you like to learn more about it,0,good this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral every nation expense before the great a design for the coon had income of social maturity would you like to learn more about it,X
3230,i think,0,i think,X
3231,it well i m going to save you a lot of time my funeral is already paid for good luck i,0,it well i m going to save you a lot of time my funeral is already paid for good luck i,X
3233,dead oh yes,0,dead oh yes,X
3235,it no we ve got the old coward thank you for calling have a good day i completely understand that but these new afford fordable plans have just been approved in your state and,0,it no we ve got the old coward thank you for calling have a good day i completely understand that but these new afford fordable plans have just been approved in your state and,X
3242,it yet wait,0,it yet wait,X
3243,of course,0,of course,X
3259,it now has that all taken care of thank you i,0,it now has that all taken care of thank you i,X
3275,it although i am listen to that,0,it although i am listen to that,X
3279,it now i hope be everything prepared coquet,0,it now i hope be everything prepared coquet,X
3289,mine no i ve already got mine paid for complete,0,mine no i ve already got mine paid for complete,X
3296,it there is a case action against it,0,it there is a case action against it,X
3302,it ah well i got all that i take all the color free so you have a good day,0,it ah well i got all that i take all the color free so you have a good day,X
3305,i would hope so mean i live by myself,0,i would hope so mean i live by myself,X
3336,no i have plenty of insurance thank you i completely understand that,0,no i have plenty of insurance thank you i completely understand that,X
3337,i i got a barrel in one,0,i i got a barrel in one,X
3345,is about a new state regulated final expense insure,0,is about a new state regulated final expense insure,X
3354,it oh yes for my fiance butter ten thousand party cross,0,it oh yes for my fiance butter ten thousand party cross,X
3355,ye,0,ye,X
3359,ma am i don t i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,0,ma am i don t i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,X
3361,it hours are already here i completely understand that but these new fordable plans have just,0,it hours are already here i completely understand that but these new fordable plans have just,X
3382,it yep,0,it yep,X
3387,now i do i,0,now i do i,X
3435,no i fixed all that about thirty years ago everything is paid for i,0,no i fixed all that about thirty years ago everything is paid for i,X
3439,it you are selling more bart,0,it you are selling more bart,X
3449,it no i ve got that all taken care of i,0,it no i ve got that all taken care of i,X
3450,it i already have taken care of thank you i completely understand that but the,0,it i already have taken care of thank you i completely understand that but the,X
3456,yes,0,yes,X
3458,him no no i ll get everything only see that i can completely understand that but these new fordable plans,0,him no no i ll get everything only see that i can completely understand that but these new fordable plans,X
3460,it on the earth,0,it on the earth,X
3464,it no i ve already got mine all in care of good by i completely understand that but you,0,it no i ve already got mine all in care of good by i completely understand that but you,X
3465,it no i have memories i,0,it no i have memories i,X
3466,it no not a head sir thank you both i completely understand that but these new fordable plans have just been approved in your state and everyone,0,it no not a head sir thank you both i completely understand that but these new fordable plans have just been approved in your state and everyone,X
3469,yes i know nothing about it but you powerless to die i can tell you you like it that s all i see all about it give it to my dear,0,yes i know nothing about it but you powerless to die i can tell you you like it that s all i see all about it give it to my dear,X
3477,more about it now because i have one thank you complete,0,more about it now because i have one thank you complete,X
3478,it no thank you i already have one so i don t need one thank you good by i completely,0,it no thank you i already have one so i don t need one thank you good by i completely,X
3479,it no i ve already taken care of that arthur i,0,it no i ve already taken care of that arthur i,X
3480,it no thanks i m not,0,it no thanks i m not,X
3488,it no because i already have one thank you i completely understand that let these,0,it no because i already have one thank you i completely understand that let these,X
3512,it shu,0,it shu,X
3525,it no ma am i ve already got all i need i ve already got my burial plots i ve already paid for my funeral expenses and i m seventy nine years years old so i ve got everything i need i,0,it no ma am i ve already got all i need i ve already got my burial plots i ve already paid for my funeral expenses and i m seventy nine years years old so i ve got everything i need i,X
3540,no i already have all that fixed thank you i come,0,no i already have all that fixed thank you i come,X
3541,it maybe,0,it maybe,X
3545,it ivory i have already purchased my property my burial over at columbia gods and i ve already paid for my monument,0,it ivory i have already purchased my property my burial over at columbia gods and i ve already paid for my monument,X
3547,it no fire insurance thank you please have my number removed,0,it no fire insurance thank you please have my number removed,X
3559,cart i sat a boy you know averse,0,cart i sat a boy you know averse,X
3560,it of course,0,it of course,X
3566,it well i think is good at that,0,it well i think is good at that,X
3590,it shore,0,it shore,X
3591,it no i have that covered thank you i completely understand that,0,it no i have that covered thank you i completely understand that,X
3595,oh yes sure yes yes,0,oh yes sure yes yes,X
3597,yes i am what s the name you company,0,yes i am what s the name you company,X
3606,it now about eighty years ago i got everything i need right now i completely understand that but these new and fordable plans have just been approved in your state,0,it now about eighty years ago i got everything i need right now i completely understand that but these new and fordable plans have just been approved in your state,X
3608,it no i ve always taken care of all that i ve done it already for my own money back,0,it no i ve always taken care of all that i ve done it already for my own money back,X
3609,yes but late and if you want me to do that you can,0,yes but late and if you want me to do that you can,X
3611,no i have been so,0,no i have been so,X
3618,it no mamma my wife and i are in the upper eighties and we have made and then we have general bless lies already i completely understand that but these new and fordable plans have just been approved,0,it no mamma my wife and i are in the upper eighties and we have made and then we have general bless lies already i completely understand that but these new and fordable plans have just been approved,X
3629,my son he s the doctor so he now elise must he take from me head,0,my son he s the doctor so he now elise must he take from me head,X
3631,yes i do say that again please us and by the car,0,yes i do say that again please us and by the car,X
3648,it now it s already taken care of thank you,0,it now it s already taken care of thank you,X
3664,here this call,0,here this call,X
3668,ben can you are yes,0,ben can you are yes,X
3685,how are you nobody,0,how are you nobody,X
3686,it no ma am i have everything,0,it no ma am i have everything,X
3687,it soon,0,it soon,X
3689,it no thank you i already have those arrangements taken care of i appreciate i completely understand that but these fordable plan,0,it no thank you i already have those arrangements taken care of i appreciate i completely understand that but these fordable plan,X
3694,it no i hate letters are thankye i completely understand that but these new,0,it no i hate letters are thankye i completely understand that but these new,X
3702,it now but to get money or land thank you i complete,0,it now but to get money or land thank you i complete,X
3711,i have a license in show for the last thirty years i don t need to change it,0,i have a license in show for the last thirty years i don t need to change it,X
3714,it you won t learn more about this lad,0,it you won t learn more about this lad,X
3720,more about it yes i would yes yes i would,0,more about it yes i would yes yes i would,X
3721,it no thanks i already have a policy that s paid up for my funeral funeral,0,it no thanks i already have a policy that s paid up for my funeral funeral,X
3727,it i am already paid prepaid i completely understand that but these new fordable plans have just been approved,0,it i am already paid prepaid i completely understand that but these new fordable plans have just been approved,X
3728,it no i have an insurance policy thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,0,it no i have an insurance policy thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,X
3737,it no i have enough i don t need any more complete,0,it no i have enough i don t need any more complete,X
3743,all right this,0,all right this,X
3753,it thank you ma am but i ve already made a rain would pave i may arrange for my,0,it thank you ma am but i ve already made a rain would pave i may arrange for my,X
3759,it no i thank you i m already totter to qualify you for the plan are you between major,0,it no i thank you i m already totter to qualify you for the plan are you between major,X
3766,it here what have i got to do,0,it here what have i got to do,X
3772,yes yes i,0,yes yes i,X
3787,it i ve already got all when i m gone it s paid for for i,0,it i ve already got all when i m gone it s paid for for i,X
3794,it no ma am i have to thank you i,0,it no ma am i have to thank you i,X
3797,it yes but i can do anything you d have to call my daughter i m in a nursing home,0,it yes but i can do anything you d have to call my daughter i m in a nursing home,X
3802,it harry hello,0,it harry hello,X
3806,good you,0,good you,X
3808,it no go my son my grandson is a martian so hang it over but there is cover thank you i,0,it no go my son my grandson is a martian so hang it over but there is cover thank you i,X
3813,it to me more also i,0,it to me more also i,X
3845,how much the plan if it cost a month i,0,how much the plan if it cost a month i,X
3847,that is it whatever in the food about a new state regulated finance no expense in insurance island which covers a hundred percent of your burial funeral or cremation expenses it is stately designed for the plan would you like to learn more about the insurance plan couples,0,that is it whatever in the food about a new state regulated finance no expense in insurance island which covers a hundred percent of your burial funeral or cremation expenses it is stately designed for the plan would you like to learn more about the insurance plan couples,X
3850,it he let me see,0,it he let me see,X
3855,i know i have that covered thank you i completely understand,0,i know i have that covered thank you i completely understand,X
3858,it no i have,0,it no i have,X
3861,oh very much can you hear me,0,oh very much can you hear me,X
3888,well i m sure i d be all right to learn about it,0,well i m sure i d be all right to learn about it,X
3896,it if i just have two questions,0,it if i just have two questions,X
3919,it you,0,it you,X
3923,it no thank you i i everything i,0,it no thank you i i everything i,X
3925,it i already have it covered and armed,0,it i already have it covered and armed,X
3926,it you already hear,0,it you already hear,X
3927,it no ma am i m not interested i have a life insurance plan,0,it no ma am i m not interested i have a life insurance plan,X
3943,it no i have everything taken care of i completely understand that day,0,it no i have everything taken care of i completely understand that day,X
3949,it send me the information thank you,0,it send me the information thank you,X
3957,it we already have insurance and already had my general pre arranged and resin rising taken care of i,0,it we already have insurance and already had my general pre arranged and resin rising taken care of i,X
3980,it i ve already got three barriers thank you i,0,it i ve already got three barriers thank you i,X
3988,her i keep calling me so i ll get what name he was struggling about to color,0,her i keep calling me so i ll get what name he was struggling about to color,X
4001,it we ll,0,it we ll,X
4002,it no i have everything taken care of everything is already paid for my husband s already in a place that i m going to be and all taken care of,0,it no i have everything taken care of everything is already paid for my husband s already in a place that i m going to be and all taken care of,X
4010,it no order to have one i,0,it no order to have one i,X
4022,it i have that already i mean i m already fixed for it i m good to qualify you for the plan,0,it i have that already i mean i m already fixed for it i m good to qualify you for the plan,X
4031,him no i ve already got a plan think i can,0,him no i ve already got a plan think i can,X
4032,it and now i be not i m better i got all i come a narrow little corbut nat,0,it and now i be not i m better i got all i come a narrow little corbut nat,X
4066,it already,0,it already,X
4074,no ma am i think i m cove thank you i completely understand that but these new,0,no ma am i think i m cove thank you i completely understand that but these new,X
4087,it yes i will admit him,0,it yes i will admit him,X
4096,it yes would you please send me something in the mail,0,it yes would you please send me something in the mail,X
4103,it i have already paid for everything thank you,0,it i have already paid for everything thank you,X
4105,no no i have let taking care of taking a good day good bye i,0,no no i have let taking care of taking a good day good bye i,X
4111,it i got all that taken care of i,0,it i got all that taken care of i,X
4115,now i say that we may be,0,now i say that we may be,X
4116,it i got all i need me,0,it i got all i need me,X
4125,it no i ve got life insurance but thank you i completely understand them,0,it no i ve got life insurance but thank you i completely understand them,X
4126,it yes i would,0,it yes i would,X
4130,no cause i ve got everything i can dig an the only thing i need is got in the sky is all i need i,0,no cause i ve got everything i can dig an the only thing i need is got in the sky is all i need i,X
4132,it an am i completely understand that but these new and portable plans objected if they be and i don t feel what i write now i m already covered to qualify you for the plan are you between the,0,it an am i completely understand that but these new and portable plans objected if they be and i don t feel what i write now i m already covered to qualify you for the plan are you between the,X
4135,it well already have everything paid for thank you for calling it to take off your list,0,it well already have everything paid for thank you for calling it to take off your list,X
4138,yes i would,0,yes i would,X
4146,yes ma am,0,yes ma am,X
4160,it your head,0,it your head,X
4163,asked asta s death,0,asked asta s death,X
4165,it oh no it wouldn t do me any good i already have taken i already have taken up expenses and everything all taken care of and everything,0,it oh no it wouldn t do me any good i already have taken i already have taken up expenses and everything all taken care of and everything,X
4181,it we may get many thanks,0,it we may get many thanks,X
4183,no i ve already have a policy thank you a complete,0,no i ve already have a policy thank you a complete,X
4184,i remember,0,i remember,X
4187,it can you hear,0,it can you hear,X
4211,it war some not,0,it war some not,X
4224,it no i already have some thanks i completely understand that but these newly fordable plans have just,0,it no i already have some thanks i completely understand that but these newly fordable plans have just,X
4242,pray,0,pray,X
4245,it i ve already taken care of everything else and also i completely understand that but the,0,it i ve already taken care of everything else and also i completely understand that but the,X
4247,it no ma am already have all that covered i,0,it no ma am already have all that covered i,X
4256,it no ma am i ve got have insurance are paid up and got in in verse i don t need it thank you red wish,0,it no ma am i ve got have insurance are paid up and got in in verse i don t need it thank you red wish,X
4264,it i already have been there already r p i,0,it i already have been there already r p i,X
4282,it i know i have enough of what i need thank you i completely understand that but these new effects,0,it i know i have enough of what i need thank you i completely understand that but these new effects,X
4284,it no i ll depend sir thank ye to qualify,0,it no i ll depend sir thank ye to qualify,X
4286,it no not really got everything in order thank you i can,0,it no not really got everything in order thank you i can,X
4287,bud,0,bud,X
4295,no we have to qualify you,0,no we have to qualify you,X
4303,it no i ve got more insurance i needed i completely understand that but these new and fordable plans have just been approved,0,it no i ve got more insurance i needed i completely understand that but these new and fordable plans have just been approved,X
4324,i have that coverage,0,i have that coverage,X
4327,it and now i already have more than enough life insurance to pay all my final expenses and leave money to my heirs so so i pray i didn t complete can serve but i,0,it and now i already have more than enough life insurance to pay all my final expenses and leave money to my heirs so so i pray i didn t complete can serve but i,X
4329,a a a a fever,0,a a a a fever,X
4347,it no i,0,it no i,X
4383,it no my funeral s already paid for i m sorry completely and that,0,it no my funeral s already paid for i m sorry completely and that,X
4394,i d like to hear more,0,i d like to hear more,X
4418,a good bed and i have all the insurance i need but i pass you can thank thank you,0,a good bed and i have all the insurance i need but i pass you can thank thank you,X
4431,yes i think,0,yes i think,X
4442,it how we get it,0,it how we get it,X
4445,it once already thank you i completely understand that but these new fordable plans have just been approved in your state and ever,0,it once already thank you i completely understand that but these new fordable plans have just been approved in your state and ever,X
4463,it no other who as i have here than i want i don t need it,0,it no other who as i have here than i want i don t need it,X
4464,cause i m forty sisters and i already got it i completely understand that but these new fordable plans have dressed me this lady i just said no and so had my number at nine o clock at night time,0,cause i m forty sisters and i already got it i completely understand that but these new fordable plans have dressed me this lady i just said no and so had my number at nine o clock at night time,X
4466,it but let some,0,it but let some,X
4468,it i m on a special plan i m not going to die so i m not going to need that,0,it i m on a special plan i m not going to die so i m not going to need that,X
4473,i thought,0,i thought,X
4487,it no no i ve already actually done that you know so i make thanks thank you for calling i can,0,it no no i ve already actually done that you know so i make thanks thank you for calling i can,X
4489,oh no thank you i m not,0,oh no thank you i m not,X
4491,so far,0,so far,X
4496,it nor to have a plan in place i,0,it nor to have a plan in place i,X
4501,out,0,out,X
4502,i really have thank you ma am i,0,i really have thank you ma am i,X
4505,no we have enough insurance i think to take care of all that and i don t think it s necessary i,0,no we have enough insurance i think to take care of all that and i don t think it s necessary i,X
4507,aage,0,aage,X
4508,i,0,i,X
4512,it i got nothin to that i ll take you up in it enough to bear it,0,it i got nothin to that i ll take you up in it enough to bear it,X
4515,it i can,0,it i can,X
4522,yes your calf all the time,0,yes your calf all the time,X
4529,got it i ve already got it to qualify you for the plan are you,0,got it i ve already got it to qualify you for the plan are you,X
4532,it ee,0,it ee,X
4533,it yes said someone,0,it yes said someone,X
4536,and a chap my chum,0,and a chap my chum,X
4542,i have already had a funeral plan thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,0,i have already had a funeral plan thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,X
4544,i worked up north and under a union and that included in our rear now i ll have to whereabouts there,0,i worked up north and under a union and that included in our rear now i ll have to whereabouts there,X
4548,sure we ve got up here,0,sure we ve got up here,X
4578,it no i ve got nothing then would appreciate your callin,0,it no i ve got nothing then would appreciate your callin,X
4580,it no i ll ride have it about you say i completely,0,it no i ll ride have it about you say i completely,X
4588,it ye,0,it ye,X
4589,it actually my daughter and i have already planned my demise and i think i am going to be fine,0,it actually my daughter and i have already planned my demise and i think i am going to be fine,X
4590,it oh my dose,0,it oh my dose,X
4592,it no thank you i have what i need i completely understand that,0,it no thank you i have what i need i completely understand that,X
4593,it yes,0,it yes,X
4611,it though i do not already everything i did eighty nine years old so i nothing else thank you i completely understand that,0,it though i do not already everything i did eighty nine years old so i nothing else thank you i completely understand that,X
4614,it yes ma am,0,it yes ma am,X
4616,it yet,0,it yet,X
4618,it i know i have a plan i ve had it for twenty years,0,it i know i have a plan i ve had it for twenty years,X
4632,somewhat,0,somewhat,X
4637,it yes yes,0,it yes yes,X
4639,it he sent it in the mail,0,it he sent it in the mail,X
4642,it no i ve already got two insurance paddles now thank you anyway i completely understand that but the,0,it no i ve already got two insurance paddles now thank you anyway i completely understand that but the,X
4661,it here i ll listen to it,0,it here i ll listen to it,X
4663,it amen,0,it amen,X
4671,it no i m not interested i ve got all that already on her of the whole thing i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so,0,it no i m not interested i ve got all that already on her of the whole thing i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so,X
4678,i m sorry i ve already got my funeral paid for but i appreciate your coming thank you,0,i m sorry i ve already got my funeral paid for but i appreciate your coming thank you,X
4684,best is over,0,best is over,X
4691,it i know i m all set thank you i completely understand that but these new effort,0,it i know i m all set thank you i completely understand that but these new effort,X
4695,it no no i wouldn t take it can you hear me i think so,0,it no no i wouldn t take it can you hear me i think so,X
4697,about it sure,0,about it sure,X
4722,it no i ve got that all done i m eighty eight years old and it s all done and wait i,0,it no i ve got that all done i m eighty eight years old and it s all done and wait i,X
4729,it no i ve ever insure i,0,it no i ve ever insure i,X
4734,buck up i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so are proper yes,0,buck up i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so are proper yes,X
4747,have it thank you,0,have it thank you,X
4752,it i really have that so thank you god bless you have a blessed day baby,0,it i really have that so thank you god bless you have a blessed day baby,X
4755,yes are you capable of defeat not light any more specialists on the line to share information with you ok okay,0,yes are you capable of defeat not light any more specialists on the line to share information with you ok okay,X
4760,it ben hayle life concern,0,it ben hayle life concern,X
4761,it now that i have changed,0,it now that i have changed,X
4770,it no good man power to appreciate it though i come to have a grandee,0,it no good man power to appreciate it though i come to have a grandee,X
4776,it now i have mine all planned and done so thank you for calling anyhow,0,it now i have mine all planned and done so thank you for calling anyhow,X
4788,in nine interested at that and that i enter no,0,in nine interested at that and that i enter no,X
4792,it now i ve got military thank you i,0,it now i ve got military thank you i,X
4803,it no i already have it i m eighty four so already been tinker with ear i repeat,0,it no i already have it i m eighty four so already been tinker with ear i repeat,X
4804,it i haven t left it already now no,0,it i haven t left it already now no,X
4813,it oh no plenty is it worth i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,0,it oh no plenty is it worth i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,X
4830,her,0,her,X
4831,yes sure,0,yes sure,X
4842,absolutely yes,0,absolutely yes,X
4851,it no we have already taken care of that good bye i can,0,it no we have already taken care of that good bye i can,X
4854,it not really like eating,0,it not really like eating,X
4855,it we ve got everything taken care of for to be barely stuff in it i finally fitted complete we got that already,0,it we ve got everything taken care of for to be barely stuff in it i finally fitted complete we got that already,X
4865,it i have it already thank you i,0,it i have it already thank you i,X
4866,no,0,no,X
4872,it no i ll really have that taken care of i,0,it no i ll really have that taken care of i,X
4879,it here,0,it here,X
4886,it having no father i think would you like to learn more about it no i,0,it having no father i think would you like to learn more about it no i,X
4888,at ten this,0,at ten this,X
4891,it i would like to learn more about it and i have a need for that service but i want i want to see it open pencil and paper,0,it i would like to learn more about it and i have a need for that service but i want i want to see it open pencil and paper,X
4892,it i think we have it taken care of me were pretty well got it planned out thank you,0,it i think we have it taken care of me were pretty well got it planned out thank you,X
4917,i took care of my burial and be cremated,0,i took care of my burial and be cremated,X
4926,it all definitely i,0,it all definitely i,X
4929,it oh you can you can send me infamy i ll read it and that if i mention i call you back i understand but it s not going to take much time i have a proper list on the lines mean mercy take your time to as are you listening to me are you listening to me,0,it oh you can you can send me infamy i ll read it and that if i mention i call you back i understand but it s not going to take much time i have a proper list on the lines mean mercy take your time to as are you listening to me are you listening to me,X
4935,it now i ve got all the assurance i need i completely understand that but these new,0,it now i ve got all the assurance i need i completely understand that but these new,X
4945,no i already have your shirt thank you i completely,0,no i already have your shirt thank you i completely,X
4947,it no i have everything so i won t take your time i completely understand that but the,0,it no i have everything so i won t take your time i completely understand that but the,X
4948,it no exile i will but i do have a plan i pay for sacrifice and i won t change it this time thank you anyway i,0,it no exile i will but i do have a plan i pay for sacrifice and i won t change it this time thank you anyway i,X
