link,sentence
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193356_5734405009-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing fine. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. I already have it. I understand and it's great that you are thinking ahead but as you know the cost of funeral has increased over the years and we would like to show you some comparable options to assure that you are getting the best value for your dollar ok. I already have it i've already taken out and paid for it and they can't raise a price on me. To qualify you for the plan are you between the age of forty and eighty. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193427_7153099404-all.mp3,Hello. Yes. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Ok. I don't need anything thanks. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To qualify you for the plan are you between the age of forty and eighty. Can you hear me. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193431_6302978830-all.mp3,Hello. Yes. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Fine how are you. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No thank you. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. No thank you. To qualify you for the plan are you between the age of forty and eighty.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193432_8644318944-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No not today might be. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. No not today thank you. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193500_7046919216-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm fine. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Amy this phone call is being recorded. To qualify you for the plan are you between the age of forty and eighty. I know you are recording and i'm recording you. I can bring my product specialist on the line and he can give you more information about it ok. No need.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193508_9183819939-all.mp3,Hello. Hi. Hi this is Amy with American Senior Citizen's Care. How are you doing today. How you doing. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No not really. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. Yeah ok. To qualify you for the plan are you between the age of forty and eighty. Just barely but I am. I can bring my product specialist on the line and he can give you more information about it ok. ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193527_3023458790-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm good. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. Sure. To qualify you for the plan are you between the age of forty and eighty. No.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193529_4434220273-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Can you hear me. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information. To qualify you for the plan are you between the age of forty and eighty. I can bring my product specialist on the line and he can give you more information about it ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193546_7704633982-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Well it's seven thirty and friday night and you are calling me. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Need to find a real job you know. No I don't wanna find out more. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193548_2056552084-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Who you wanna speak to. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To qualify you for the plan are you between the age of forty and eighty. Can you hear me. Say that again please. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193551_5708794310-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing fine. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Not really i've got my own policy. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193552_2094896344-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Alright. I'm good. You. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Yeah. To qualify you for the plan are you between the age of forty and eighty. Yeah. I can bring my product specialist on the line and he can give you more information about it ok. Ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193555_2053454339-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Ok how are you. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No I already have a. Don't call back. thank you. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. Ok but I don't need it right now thank you. To qualify you for the plan are you between the age of forty and eighty. thank you thank you I don't need it thank you.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193601_7324399283-all.mp3,At the tone please record your message. Hello. When you finish recording. Hi this is Amy with American Senior Citizen's Care. How are you doing today. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. If you are satisfied with your message press 1. To listen to your message press 2. To erase and re record press 3. To continue recording where you left off press 4. To qualify you for the plan are you between the age of forty and eighty. If you are satisfied with your message press 1. To listen to your message press 2. To erase and re record press 3. To continue recording where you left off press 4. Say that again please. If you are satisfied with your message press 1. To listen to your message press 2. To erase and re record press 3. To continue recording where you left off press 4. I can bring my product specialist on the line and he can give you more information about it ok. Sorry you're having trouble. Your message hasn't been sent. Please try again later. Goodbye. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193602_6605828621-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Too good. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To qualify you for the plan are you between the age of forty and eighty. I can bring my product specialist on the line and he can give you more information about it ok. Ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193603_5628227581-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing fine. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Yes. To qualify you for the plan are you between the age of forty and eighty. Yes. Say that again please. Yes I can bring my product specialist on the line and he can give you more information about it ok. Ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193624_8649080581-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing great how are you doing. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No way. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. So everyone qualifies. To qualify you for the plan are you between the age of forty and eighty. No.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193700_3144292398-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Yeah. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. No. I do not want. Don't call. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193706_8436941492-all.mp3,Hello. Yes. Hi this is Amy with American Senior Citizen's Care. How are you doing today. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. No thank you. No thank you. Goodbye. To qualify you for the plan are you between the age of forty and eighty. No ma'am. Say that again please. No.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193722_6152999983-all.mp3,Hello. Hello. Yes. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Good. Can you hear me. Yes. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193744_9282878254-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Great. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. No. To qualify you for the plan are you between the age of forty and eighty. No.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193745_8644270945-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Doing fine. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No thank you. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193759_3149665732-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Alright. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193801_2057922792-all.mp3,Hello. Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing fine. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To qualify you for the plan are you between the age of forty and eighty. Yeah yeah I am. I can bring my product specialist on the line and he can give you more information about it ok. Yeah put him on.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193852_4047633554-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing pretty good so far. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Yeah. To qualify you for the plan are you between the age of forty and eighty. I'm eighty nine. Say that again please. I can bring my product specialist on the line and he can give you more information about it ok. Ok. Yeah. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193900_3098567048-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing alright. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No ma'am I already have that i'm all satisfied thank you. I understand and it's great that you are thinking ahead but as you know the cost of funeral has increased over the years and we would like to show you some comparable options to assure that you are getting the best value for your dollar ok. That's alright ma'am I was seventy five when I have thank you. To qualify you for the plan are you between the age of forty and eighty. Yes. I can bring my product specialist on the line and he can give you more information about it ok. No. No need to do that thank you.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193915_4195759214-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm alright. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Can you hear me. To qualify you for the plan are you between the age of forty and eighty.  I can bring my product specialist on the line and he can give you more information about it ok. What.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-193928_5622158348-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Doing just fine amy thank you. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No I would not like to learn more about it. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. Thank You very much but i'm not interested.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194000_2767285118-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. What is there. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. I already got that. To qualify you for the plan are you between the age of forty and eighty. Hey is this the a recording. Say that again please. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194013_9196411484-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Ma'am please stop calling me thank you. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194016_5056155034-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm pretty good thank you. What you're calling about. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No thank you thank you. To qualify you for the plan are you between the age of forty and eighty. Can you hear me. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194024_4802525904-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To qualify you for the plan are you between the age of forty and eighty. I can bring my product specialist on the line and he can give you more information about it ok. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194046_7065978941-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Alright. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194105_5132405044-all.mp3,Hello. Hello. You are a scammer. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Hello. Please press one. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Thank You for calling. Press two. To qualify you for the plan are you between the age of forty and eighty. Thank You for calling. Press three. Say that again please. I can bring my product specialist on the line and he can give you more information about it ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194121_2256872502-all.mp3,Hello. Hello. Yeah. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing good amy. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No i'm good. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194126_9378545307-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing lovely how are you. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No thank you have a nice day. To qualify you for the plan are you between the age of forty and eighty. Have a nice day. Say that again please. I can bring my product specialist on the line and he can give you more information about it ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194147_4175483317-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing good. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No mine is all paid for. My husband did that twenty five years ago. To qualify you for the plan are you between the age of forty and eighty. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194148_2769573247-all.mp3,Hello. Your message. When you are finished recording. Hi this is Amy with American Senior Citizen's Care. How are you doing today. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To review or re record your message press one. To mark your message urgent press two. To mark your message private press three. To send your message as it is press. To qualify you for the plan are you between the age of forty and eighty. To review or re record your message press one. To mark your message urgent press two. To mark your message private press three. To send your message as it is press. Say that again please. To review or re record your message press one. To mark your message urgent press two. To mark your message private press three. To send your message as it is press the key. I can bring my product specialist on the line and he can give you more information about it ok. Your message has been sent. Thank You for using centurylink's voice message. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194149_7036422047-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Doing good. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no application. Ok ok. To qualify you for the plan are you between the age of forty and eighty. I'm ninety seven. Say that again please. I'm ninety seven. I can bring my product specialist on the line and he can give you more information about it ok. Ok.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194202_8102080242-all.mp3,Hello. Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Oh boy I have had a big day. A fun day. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Well i'm all set for that my children up already thank you anyway. To qualify you for the plan are you between the age of forty and eighty. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194208_4692797053-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing great. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Yes can you mail me. Something else. To qualify you for the plan are you between the age of forty and eighty. Yes i'm forty nine. Yes. Say that again please. Yes forty nine. I can bring my product specialist on the line and he can give you more information about it ok. Yes. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194212_7196843694-all.mp3,Hello. Hello. How are you. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing ok yeah. What are you doing. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. Um I. Hang on just a minute. To qualify you for the plan are you between the age of forty and eighty. We're just. Say that again please. Well this.  I can bring my product specialist on the line and he can give you more information about it ok. Yes. Ok. No. Wait a minute.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194213_3049655319-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Fine thank you. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No I already have that insurance taken care of. So thanks for calling. To qualify you for the plan are you between the age of forty and eighty. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194226_8036252085-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Ok. Hello. Hello. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No because I have enough insurance. To qualify you for the plan are you between the age of forty and eighty. No I don't need no insurance I already have some. Say that again please. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194240_2562440694-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm good. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No thank you. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. To qualify you for the plan are you between the age of forty and eighty. Yes ma'am. I can bring my product specialist on the line and he can give you more information about it ok. Hm.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194241_3138659332-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Oh i'm so. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No I've got some insurance. To qualify you for the plan are you between the age of forty and eighty. Yes. I can bring my product specialist on the line and he can give you more information about it ok. Well I.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194259_7142418573-all.mp3,Hello. Yeah. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm fine thank you. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No thanks I my insurance and everything already covered thank you very much. To qualify you for the plan are you between the age of forty and eighty. Can you hear me.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194335_4147378982-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Good. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. Why you're. To qualify you for the plan are you between the age of forty and eighty. Nope.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194356_6015006150-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Just fine. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. What did I just say. No. Simple. To qualify you for the plan are you between the age of forty and eighty. Simple. I said no. Do you understand yes or no. I said no.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194452_5105756491-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. What do you do with. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. Not interested. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. I have insurance. To qualify you for the plan are you between the age of forty and eighty. Yes I am. Say that again please. Yes I am. I can bring my product specialist on the line and he can give you more information about it ok. I need to know why do you call everyday.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194502_7193310229-all.mp3,Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing fine. Is this the recording. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. To qualify you for the plan are you between the age of forty and eighty. Say that again please. Trying to turn off the phone I don't know how thank you. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194505_9408413494-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. I'm ninety years old. To qualify you for the plan are you between the age of forty and eighty. I'm ninety. Say that again please. Nine zero. I can bring my product specialist on the line and he can give you more information about it ok. I'm ninety years old.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194511_5043513085-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. I'm doing ok. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No I don't because I'm already insurance. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. No that's ok. To qualify you for the plan are you between the age of forty and eighty. Yes I am. I can bring my product specialist on the line and he can give you more information about it ok. I'm not interested.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-194534_7195998442-all.mp3,Hello. Hello. Hi this is Amy with American Senior Citizen's Care. How are you doing today. Good. Ok. This call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses. It is specifically designed for the people on fixed income or social security. Would you like to learn more about it. No because I already have a policy. Don't call. I completely understand that but these new affordable plans have just been approved in your state and everyone qualifies. So our product specialist can give you more information right now. If you like the prices you can go on otherwise no obligation on your part ok. Ok I just told you I already have a policy. To qualify you for the plan are you between the age of forty and eighty. No I'm.
